지점명,주소,주소1,주소2,주소3
제주항D/T,"제주특별자치도 제주시 건입동 제주시 임항로 94,1~2층(건입동)",제주특별자치도,제주시,"건입동 제주시 임항로 94,1~2층(건입동)"
광주신용,광주광역시 북구 첨단연신로91번길 6,광주광역시,북구,첨단연신로91번길 6
부천도당,경기도 부천시 원미구 도당동 58-2,경기도,부천시,원미구 도당동 58-2
금곡,경기도 남양주시 금곡동 156-40,경기도,남양주시,금곡동 156-40
진주하대,경상남도 진주시 도동로 236,경상남도,진주시,도동로 236
천안차암,충청남도 천안시 서북구 차암동 436,충청남도,천안시,서북구 차암동 436
이천증포,경기도 이천시 이섭대천로 1403,경기도,이천시,이섭대천로 1403
순창D/T,전라북도 순창군 순창읍 교성리 394-6,전라북도,순창군,순창읍 교성리 394-6
울산성안,울산광역시 중구 성안로 195,울산광역시,중구,성안로 195
대전관저,대전광역시 서구 관저동 1008,대전광역시,서구,관저동 1008
서원대,충청북도 청주시 흥덕구 모충동 134-27,충청북도,청주시,흥덕구 모충동 134-27
논산연무,충청남도 논산시연무읍 안심로 152,충청남도,논산시연무읍,안심로 152
호매실DI,경기도 수원시 권선구 호매실동 52-1,경기도,수원시,권선구 호매실동 52-1
평택지산,경기도 평택시 지산로 76,경기도,평택시,지산로 76
경북풍기,경상북도 영주시 풍기읍 27-16,경상북도,영주시,풍기읍 27-16
파주적성,경기도 파주시 적성면 마지리 46-8,경기도,파주시,적성면 마지리 46-8
김포구래,경기도 김포시 김포한강9로 경기도 김포시 한강9로 76번길,경기도,김포시,김포한강9로 경기도 김포시 한강9로 76번길
인천서창,인천광역시 남동구 서창동 인천광역시 남동구 서창남순환로 2,인천광역시,남동구,서창동 인천광역시 남동구 서창남순환로 2
부산다대포,부산광역시 사하구 다대로 698,부산광역시,사하구,다대로 698
광주태전,경기도 광주시 장지동 고불로 43-1,경기도,광주시,장지동 고불로 43-1
일산대화역,경기도 고양시 일산서구 대화동 2203-1,경기도,고양시,일산서구 대화동 2203-1
여수웅천지구,전라남도 여수시 웅천동 예울마루로 37-16,전라남도,여수시,웅천동 예울마루로 37-16
부산남포,부산광역시 중구 비프광장로 15,부산광역시,중구,비프광장로 15
거제아주,경상남도 거제시 아주1로 38,경상남도,거제시,아주1로 38
김포운양,경기도 김포시 운양동 1299-1,경기도,김포시,운양동 1299-1
대전한밭대,대전광역시 유성구 덕명동 592-1,대전광역시,유성구,덕명동 592-1
가평현리,경기도 가평군 하면 현리 가평군 하면 현리 409-11,경기도,가평군,하면 현리 가평군 하면 현리 409-11
인천청라호수공원,인천광역시 서구 솔빛로 88,인천광역시,서구,솔빛로 88
부산괴정,부산광역시 사하구 괴정동 970-2,부산광역시,사하구,괴정동 970-2
고양관산,경기도 고양시 덕양구 관산동 231-29,경기도,고양시,덕양구 관산동 231-29
경남남지,경상남도 창녕군남지읍 문화길 35-4,경상남도,창녕군남지읍,문화길 35-4
당진,충청남도 당진시 당진중앙1로 108,충청남도,당진시,당진중앙1로 108
천안성거,충청남도 천안시 서북구 성거읍 천흥리 427-2,충청남도,천안시,서북구 성거읍 천흥리 427-2
삼송신원,경기도 고양시 덕양구 신원동627번지,경기도,고양시,덕양구 신원동627번지
제주삼화지구,제주특별자치도 제주시 도련1동 1938-5,제주특별자치도,제주시,도련1동 1938-5
오금,"서울특별시 송파구 동남로 313(오금동,1층)",서울특별시,송파구,"동남로 313(오금동,1층)"
대구청구네거리,대구광역시 수성구 범어동 1109,대구광역시,수성구,범어동 1109
김해내외D/I,경상남도 김해시 내외중앙로 42,경상남도,김해시,내외중앙로 42
임실,전라북도 임실군임실읍 운수로 19,전라북도,임실군임실읍,운수로 19
방이역,서울특별시 송파구 마천로 25,서울특별시,송파구,마천로 25
익산배산,전라북도 익산시 모현동1가 871,전라북도,익산시,모현동1가 871
신방화역,"서울특별시 강서구 방화동 B2-2 마곡SB타운 117호, 118호, 208-1호",서울특별시,강서구,"방화동 B2-2 마곡SB타운 117호, 118호, 208-1호"
양산석산,경상남도 양산시 동면 석산리 1477-1,경상남도,양산시,동면 석산리 1477-1
부천시청역,경기도 부천시 원미구 중동 1031-2,경기도,부천시,원미구 중동 1031-2
상일동,서울특별시 강동구 상일로 33,서울특별시,강동구,상일로 33
화성조암,경기도 화성시 우정읍 쌍봉로 76,경기도,화성시,우정읍 쌍봉로 76
완주삼례,전라북도 완주군 삼례읍 삼례리 1405-31,전라북도,완주군,삼례읍 삼례리 1405-31
롯데마트여천,전라남도 여수시 선원동 1268-2,전라남도,여수시,선원동 1268-2
보광,서울특별시 용산구 보광동 223-6,서울특별시,용산구,보광동 223-6
원주태장,강원도 원주시 북원로 2680,강원도,원주시,북원로 2680
군자,서울특별시 광진구 천호대로 548,서울특별시,광진구,천호대로 548
세곡,서울특별시 강남구 세곡동 281-4,서울특별시,강남구,세곡동 281-4
덕성여대,서울특별시 강북구 수유동 279-84,서울특별시,강북구,수유동 279-84
강동구청D/T,서울특별시 강동구 성내동 319-1,서울특별시,강동구,성내동 319-1
인천불로,인천광역시 서구 검단로744번1길 30,인천광역시,서구,검단로744번1길 30
송도센트럴파크,"인천광역시 연수구 센트럴로 160, 130호",인천광역시,연수구,"센트럴로 160, 130호"
부산토곡,부산광역시 연제구 연산동 480-16,부산광역시,연제구,연산동 480-16
잠실롯데월드몰B1,서울특별시 송파구 신천동 서울시 송파구 신천동 29번지 지하1층,서울특별시,송파구,신천동 서울시 송파구 신천동 29번지 지하1층
롯데백잠실광장,서울특별시 송파구 잠실동 40-1,서울특별시,송파구,잠실동 40-1
후암,서울특별시 용산구 후암동 27-13,서울특별시,용산구,후암동 27-13
담양D/I,전라남도 담양군 담양읍 백동리 277-31,전라남도,담양군,담양읍 백동리 277-31
대소,충청북도 음성군 대소면 오산리 120-33,충청북도,음성군,대소면 오산리 120-33
순천신대,전라남도 순천시 해룡면 신대리 1979-1,전라남도,순천시,해룡면 신대리 1979-1
부안,전라북도 부안군 부안읍 동중1리 124-2,전라북도,부안군,부안읍 동중1리 124-2
서면일번가,부산광역시 부산진구 서면로 46,부산광역시,부산진구,서면로 46
개봉,서울특별시 구로구 고척동 52-197,서울특별시,구로구,고척동 52-197
서산호수공원,충청남도 서산시 예천동 1262-4,충청남도,서산시,예천동 1262-4
성주,경상북도 성주군 성주읍 경산리 165-5,경상북도,성주군,성주읍 경산리 165-5
대전관평,대전광역시 유성구 관평동 840,대전광역시,유성구,관평동 840
홈플러스상봉,"서울특별시 중랑구 상봉동 ,",서울특별시,중랑구,"상봉동 ,"
인천검단,인천광역시 서구 왕길동 639-4,인천광역시,서구,왕길동 639-4
시흥거모,경기도 시흥시 도일로135번길 4,경기도,시흥시,도일로135번길 4
의정부시청,경기도 의정부시 의정부2동 490,경기도,의정부시,의정부2동 490
휘닉스파크,강원도 평창군 봉평면 태기로 174,강원도,평창군,봉평면 태기로 174
개포,서울특별시 강남구 개포동 158-12,서울특별시,강남구,개포동 158-12
수원곡반정,"경기도 수원시 권선구 곡반정로 65번길 33, 102호",경기도,수원시,"권선구 곡반정로 65번길 33, 102호"
용인양지,경기도 용인시 처인구 양지면 남평로6,경기도,용인시,처인구 양지면 남평로6
온양D/T,충청남도 아산시 문화로 301-6,충청남도,아산시,문화로 301-6
녹번,서울특별시 은평구 은평로 206,서울특별시,은평구,은평로 206
경남함안,경상남도 함안군 가야읍 함마대로 1514-25,경상남도,함안군,가야읍 함마대로 1514-25
화천사내,강원도 화천군 사내면 사내로 33,강원도,화천군,사내면 사내로 33
울산전하,울산광역시 동구 전하동 동구 진성14길 77,울산광역시,동구,전하동 동구 진성14길 77
대전터미널,대전광역시 동구 동서대로 1689,대전광역시,동구,동서대로 1689
분당수내동,경기도 성남시 분당구 수내동 88-3번지,경기도,성남시,분당구 수내동 88-3번지
인천동춘,인천광역시 연수구 앵고개로 246번길 33,인천광역시,연수구,앵고개로 246번길 33
동대구역사2호,대구광역시 동구 신암동 294,대구광역시,동구,신암동 294
망포역,경기도 수원시 영통구 영통동 979-7,경기도,수원시,영통구 영통동 979-7
봉천역,서울특별시 관악구 봉천동 930-45,서울특별시,관악구,봉천동 930-45
구의역,서울특별시 광진구 아차산로 370,서울특별시,광진구,아차산로 370
하남풍산,경기도 하남시 덕풍동로 111-10,경기도,하남시,덕풍동로 111-10
천안독립기념관,충청남도 천안시 동남구 목천읍 삼방로 95 독립기념관內,충청남도,천안시,동남구 목천읍 삼방로 95 독립기념관內
홈플러스남현,서울특별시 관악구 과천대로 909,서울특별시,관악구,과천대로 909
하나로부산,부산광역시 북구 금곡대로 469,부산광역시,북구,금곡대로 469
진주평거,"경상남도 진주시 평거로5번길 12, 1",경상남도,진주시,"평거로5번길 12, 1"
인천소래포구역,인천광역시 남동구 소래역로 50. 1층 101호 102호,인천광역시,남동구,소래역로 50. 1층 101호 102호
만안구청,경기도 안양시 만안구 문예로 48,경기도,안양시,만안구 문예로 48
학동역,서울특별시 강남구 학동로 219 1층,서울특별시,강남구,학동로 219 1층
김포사우,경기도 김포시 사우중로 92,경기도,김포시,사우중로 92
부여아울렛,충청남도 부여군 백제문로 387,충청남도,부여군,백제문로 387
천안성정,충청남도 천안시 서북구 서부대로 704,충청남도,천안시,서북구 서부대로 704
부천약대,경기도 부천시 오정구 평천로 725,경기도,부천시,오정구 평천로 725
홈플러스인천청라,인천광역시 서구 중봉대로 587,인천광역시,서구,중봉대로 587
천안안서D/T,충청북도 천안시 동남구 망향로 190,충청북도,천안시,동남구 망향로 190
대전대동,대전광역시 동구 계족로 174 (대동),대전광역시,동구,계족로 174 (대동)
마산역,경상남도 창원시 마산회원구 양덕옛2길 129(110호),경상남도,창원시,마산회원구 양덕옛2길 129(110호)
부산신모라,부산광역시 사상구 모라로 110번길 3,부산광역시,사상구,모라로 110번길 3
경산진량,경상북도 경산시 진량읍 공단로 468,경상북도,경산시,진량읍 공단로 468
문경새재,경상북도 문경시 문경읍 새재로 928,경상북도,문경시,문경읍 새재로 928
안동터미널,경상북도 안동시 경동로 130,경상북도,안동시,경동로 130
하나로마트남창원,경상남도 창원시 성산구 가음로 100,경상남도,창원시,성산구 가음로 100
안양호계,경기도 안양시 동안구 경수대로 561,경기도,안양시,동안구 경수대로 561
답십리,서울특별시 성동구 천호대로 308,서울특별시,성동구,천호대로 308
장흥,전라남도 장흥군 장흥읍 중앙로54-1,전라남도,장흥군,장흥읍 중앙로54-1
익산동산,전라북도 익산시 서동로130,전라북도,익산시,서동로130
용인동천,경기도 용인시 수지구 수풍로131번길 1,경기도,용인시,수지구 수풍로131번길 1
문정로데오,서울특별시 송파구 동남로 134,서울특별시,송파구,동남로 134
익산영등,전라북도 익산시 영등동 약촌로 243,전라북도,익산시,영등동 약촌로 243
대전대사,대전광역시 중구 계룡로920번길 36,대전광역시,중구,계룡로920번길 36
대전가수원,대전광역시 서구 계백로 1161,대전광역시,서구,계백로 1161
순천향대학D/T,충청남도 아산시 신창면 온천대로 798,충청남도,아산시,신창면 온천대로 798
영천D/T,경상북도 영천시 조교동 733-2,경상북도,영천시,조교동 733-2
군산조촌D/T,전라북도 군산시 조촌로 111,전라북도,군산시,조촌로 111
김해아울렛식당가,경상남도 김해시 장유로 469,경상남도,김해시,장유로 469
안양중앙,경기도 안양시 만안구 안양4동 710-57,경기도,안양시,만안구 안양4동 710-57
홈플러스경산,경상북도 경산시 경안로 288,경상북도,경산시,경안로 288
대구대곡역,대구광역시 달성군 화원읍 비슬로 2723,대구광역시,달성군,화원읍 비슬로 2723
잠실새내,서울특별시 송파구 올림픽로 114,서울특별시,송파구,올림픽로 114
부산하단,부산광역시 사하구 낙동대로 457,부산광역시,사하구,낙동대로 457
번동D/T,서울특별시 강북구 한천로 963,서울특별시,강북구,한천로 963
역삼,서울특별시 강남구 테헤란로 116,서울특별시,강남구,테헤란로 116
천호역,서울특별시 강동구 올림픽로 654,서울특별시,강동구,올림픽로 654
홈플러스오산세교,경기도 오산시 청학로 238,경기도,오산시,청학로 238
전주중화산,전라북도 전주시 완산구 백제대로 224,전라북도,전주시,완산구 백제대로 224
완주봉동,전라북도 완주군 봉동읍 완주산단9로15,전라북도,완주군,봉동읍 완주산단9로15
대전가양D/T,대전광역시 대덕구 동서대로 1772(비래동),대전광역시,대덕구,동서대로 1772(비래동)
수원역사,경기도 수원시 팔달구 덕영대로 924,경기도,수원시,팔달구 덕영대로 924
대전복수,대전광역시 서구 복수동로 62번지 1층,대전광역시,서구,복수동로 62번지 1층
인천허브D/I,인천광역시 중구 영종대로 283,인천광역시,중구,영종대로 283
홈플러스합정,서울특별시 마포구 양화로 45,서울특별시,마포구,양화로 45
창동역,서울특별시 도봉구 노해로 63길78,서울특별시,도봉구,노해로 63길78
인천동양,인천광역시 계양구 동양로111,인천광역시,계양구,동양로111
양주백석D/T,경기도 양주시 백석읍 양주산성로 574번길 7,경기도,양주시,백석읍 양주산성로 574번길 7
화성사강D/T,경기도 화성시 송산면 사강리 736-4,경기도,화성시,송산면 사강리 736-4
송산휴게소,경기도 화성시 송산면 고정리 349-26,경기도,화성시,송산면 고정리 349-26
안산반월,경기도 안산시 상록구 건건2길 6,경기도,안산시,상록구 건건2길 6
의정부녹양역,"경기도 의정부시 체육로298-33 CS타워 1,2층",경기도,의정부시,"체육로298-33 CS타워 1,2층"
광주운암DI,광주광역시 북구 북문대로 177(운암동),광주광역시,북구,북문대로 177(운암동)
강진,전라남도 강진군 강진읍 중앙로 88번지 금호상가1층,전라남도,강진군,강진읍 중앙로 88번지 금호상가1층
여주375아울렛,경기도 여주시 명품1로 22-5,경기도,여주시,명품1로 22-5
용인보라,경기도 용인시 기흥구 한보라2로 5,경기도,용인시,기흥구 한보라2로 5
청주분평D/T,충청북도 청주시 서원구 1순환로 991,충청북도,청주시,서원구 1순환로 991
홈플러스대구성서,대구광역시 달서구 달구벌대로 1467,대구광역시,달서구,달구벌대로 1467
부산감천,부산광역시 사하구 감천로 27-1,부산광역시,사하구,감천로 27-1
지행역,경기도 동두천시 지행로 60,경기도,동두천시,지행로 60
전주인후,전라북도 전주시 덕진구 안덕원로 237,전라북도,전주시,덕진구 안덕원로 237
엘리시안강촌리조트,강원도 춘천시 남산면 북한강변길 688-79,강원도,춘천시,남산면 북한강변길 688-79
인천갈산,인천광역시 부평구 평천로 324,인천광역시,부평구,평천로 324
홈플러스인천숭의,인천광역시 남구 석정로 51,인천광역시,남구,석정로 51
숭실대입구역,서울특별시 동작구 상도로 352,서울특별시,동작구,상도로 352
수원호매실,경기도 수원시 권선구 금곡로 106(금곡동),경기도,수원시,권선구 금곡로 106(금곡동)
목동,서울특별시 양천구 신목로 72,서울특별시,양천구,신목로 72
홈플러스대구,대구광역시 북구 중앙대로 543,대구광역시,북구,중앙대로 543
홈플러스부산가야,부산광역시 진구 가야대로 506,부산광역시,진구,가야대로 506
롯데마트서청주,충청북도 청주시 흥덕구 2순환로 1004,충청북도,청주시,흥덕구 2순환로 1004
목포하당,전라남도 목포시 장미로 31,전라남도,목포시,장미로 31
대전카이스트,대전광역시 유성구 구성동 대학로 291번지 학생회관 1층,대전광역시,유성구,구성동 대학로 291번지 학생회관 1층
홈플러스인천가좌,인천광역시 서구 가정로 151번길 11,인천광역시,서구,가정로 151번길 11
경주,경상북도 경주시 중앙로48번길 3,경상북도,경주시,중앙로48번길 3
안양박달D/I,경기도 안양시 만안구 박달로 432,경기도,안양시,만안구 박달로 432
진해용원,경상남도 창원시 진해구 용원로7번길 18,경상남도,창원시,진해구 용원로7번길 18
대흥역,서울특별시 마포구 대흥로 79 (대흥동 동양엔파트),서울특별시,마포구,대흥로 79 (대흥동 동양엔파트)
인천부개역,인천광역시 부평구 경인로 1080,인천광역시,부평구,경인로 1080
인천석바위,인천광역시 남구 경원대로848,인천광역시,남구,경원대로848
롯데마트시흥,경기도 시흥시 비둘기공원로 28(대야동),경기도,시흥시,비둘기공원로 28(대야동)
울산방어,울산광역시 동구 꽃바위로 266,울산광역시,동구,꽃바위로 266
천안안서,충청남도 천안시 동남구 중암2길 23,충청남도,천안시,동남구 중암2길 23
중랑역,서울특별시 중랑구 망우로 192,서울특별시,중랑구,망우로 192
서산휴게소(下),충청남도 서산시 해미면 삼송리 119,충청남도,서산시,해미면 삼송리 119
속초터미널,강원도 속초시 동해대로 3988,강원도,속초시,동해대로 3988
홈플러스안동,경상북도 안동시 경동로 656,경상북도,안동시,경동로 656
부산기장,부산광역시 기장군 기장읍 읍내로 114,부산광역시,기장군,기장읍 읍내로 114
홈플러스유성,"대전광역시 유성구 한밭대로 502 , 101",대전광역시,유성구,"한밭대로 502 , 101"
문막휴게소,강원도 원주시 문막읍 원문로 1234,강원도,원주시,문막읍 원문로 1234
별내신도시,경기도 남양주시 별내동 순화궁로 347,경기도,남양주시,별내동 순화궁로 347
안양관양,경기도 안양시 동안구 관악대로291(관양동),경기도,안양시,동안구 관악대로291(관양동)
용인역북,경기도 용인시 처인구 중부대로 1309,경기도,용인시,처인구 중부대로 1309
부산거제,부산광역시 연제구 아시아드대로 80,부산광역시,연제구,아시아드대로 80
동묘역,서울특별시 종로구 종로 336,서울특별시,종로구,종로 336
정선에코리조트,강원도 정선군 정선읍 병방치길 235,강원도,정선군,정선읍 병방치길 235
온양온천,충청남도 아산시 번영로 230,충청남도,아산시,번영로 230
대전유성,대전광역시 유성구 계룡로 58,대전광역시,유성구,계룡로 58
별내,경기도 남양주시 별내동 별내 5로 5번길 11,경기도,남양주시,별내동 별내 5로 5번길 11
남원도통,전라북도 남원시 큰들2길 25,전라북도,남원시,큰들2길 25
대전정림,대전광역시 서구 정림로 71 1층,대전광역시,서구,정림로 71 1층
구로IT,서울특별시 구로구 구로동 디지털로31길 20,서울특별시,구로구,구로동 디지털로31길 20
선릉,서울특별시 강남구 테헤란로 316,서울특별시,강남구,테헤란로 316
송파삼전,서울특별시 송파구 백제고분로 254,서울특별시,송파구,백제고분로 254
홈플러스영등포,"서울특별시 영등포구 당산로 42 1,2층",서울특별시,영등포구,"당산로 42 1,2층"
홈플러스김포,경기도 김포시 감정동 중봉로 14,경기도,김포시,감정동 중봉로 14
퇴계원,경기도 남양주시 퇴계원면 퇴계원로 30,경기도,남양주시,퇴계원면 퇴계원로 30
목포대학,전라남도 무안군 청계면 승달산길 17,전라남도,무안군,청계면 승달산길 17
수락산역,서울특별시 노원구 동일로 1668(상계동),서울특별시,노원구,동일로 1668(상계동)
부천중동,경기도 부천시 원미구 중동로 254번길 104,경기도,부천시,원미구 중동로 254번길 104
울산화봉,울산광역시 북구 화봉로 74,울산광역시,북구,화봉로 74
한성대입구역,서울특별시 성북구 동소문로 2,서울특별시,성북구,동소문로 2
롯데마트수원천천,경기도 수원시 장안구 만석로19번길 25-10,경기도,수원시,장안구 만석로19번길 25-10
대전도안신도시,대전광역시 유성구 도안대로 512-11,대전광역시,유성구,도안대로 512-11
롯데마트행당역,서울특별시 성동구 행당동 328,서울특별시,성동구,행당동 328
청구역,서울특별시 중구 다산로 168,서울특별시,중구,다산로 168
한남대,대전광역시 대덕구 한남로 28,대전광역시,대덕구,한남로 28
부산화명,부산광역시 북구 화명신도시로 127,부산광역시,북구,화명신도시로 127
롯데씨네마광주수완,광주광역시 광산구 장신로 98,광주광역시,광산구,장신로 98
동해쇄운,강원도 동해시 청운1길 52,강원도,동해시,청운1길 52
진해중앙,경상남도 창원시 진해구 중원로 86번길 31,경상남도,창원시,진해구 중원로 86번길 31
홈플러스부산연산,부산광역시 연제구 반송로 88,부산광역시,연제구,반송로 88
대방역,"서울특별시 영등포구 영등포로 416 신길동 1,2층",서울특별시,영등포구,"영등포로 416 신길동 1,2층"
괴산,충청북도 괴산군 괴산읍 괴강로 4,충청북도,괴산군,괴산읍 괴강로 4
강남우성사거리,서울특별시 강남구 강남대로 334,서울특별시,강남구,강남대로 334
철원와수,강원도 철원군 서면 와수로 186,강원도,철원군,서면 와수로 186
목포용해,"전라남도 목포시 용당로 337, 2층",전라남도,목포시,"용당로 337, 2층"
롯데마트원주,강원도 원주시 봉화로 1,강원도,원주시,봉화로 1
원주단계,강원도 원주시 천사로 63,강원도,원주시,천사로 63
구미봉곡,경상북도 구미시 봉곡동로 4,경상북도,구미시,봉곡동로 4
홈플러스경주,경상북도 경주시 공단로 97,경상북도,경주시,공단로 97
송파,서울특별시 송파구 가락로 164,서울특별시,송파구,가락로 164
김포양곡,경기도 김포시 양촌읍 양곡2로 30번길 7-19,경기도,김포시,양촌읍 양곡2로 30번길 7-19
강릉D/T,강원도 강릉시 성덕포남로 46,강원도,강릉시,성덕포남로 46
광교D/T,경기도 용인시 수지구 상현동 493-3,경기도,용인시,수지구 상현동 493-3
포항문덕,경상북도 포항시 남구 오천읍 원동로 66,경상북도,포항시,남구 오천읍 원동로 66
뚝섬유원지,서울특별시 광진구 능동로7,서울특별시,광진구,능동로7
동대구역사,대구광역시 동구 동대구로 550,대구광역시,동구,동대구로 550
전남대,광주광역시 북구 우치로 102-1 (용봉동),광주광역시,북구,우치로 102-1 (용봉동)
무주,전라북도 무주군 무주읍 단천로 99,전라북도,무주군,무주읍 단천로 99
전주삼천,전라북도 전주시 완산구 삼천동1가 285-5,전라북도,전주시,완산구 삼천동1가 285-5
중곡,서울특별시 광진구 면목로 136 창원빌딩,서울특별시,광진구,면목로 136 창원빌딩
홈플러스작전,인천광역시 계양구 계양대로 27,인천광역시,계양구,계양대로 27
홈플러스안산,경기도 안산시 상록구 충장로 432,경기도,안산시,상록구 충장로 432
롯데마트송파,서울특별시 송파구 중대로 80,서울특별시,송파구,중대로 80
파주아울렛,경기도 파주시 회동길 390  롯데프리미엄아울렛 A블럭 3층,경기도,파주시,회동길 390  롯데프리미엄아울렛 A블럭 3층
중동인성,"경기도 부천시 원미구 중동 석천로 106 인성프라자1,2층",경기도,부천시,"원미구 중동 석천로 106 인성프라자1,2층"
충주연수,충청북도 충주시 계명대로 238,충청북도,충주시,계명대로 238
포천운천,경기도 포천시 영북면 운천안길 26,경기도,포천시,영북면 운천안길 26
망우,서울특별시 중랑구 봉우재로 239,서울특별시,중랑구,봉우재로 239
울산세이브존,울산광역시 남구 번영로 250번길 9,울산광역시,남구,번영로 250번길 9
NC강서,서울특별시 강서구 강서로 56길 17,서울특별시,강서구,강서로 56길 17
영광,전라남도 영광군 영광읍신남로 185-2,전라남도,영광군,영광읍신남로 185-2
광주동강대,광주광역시 북구 동문대로 69,광주광역시,북구,동문대로 69
상계,서울특별시 노원구 한글비석로 369,서울특별시,노원구,한글비석로 369
대구동호D/T,대구광역시 동구 안심로 288,대구광역시,동구,안심로 288
청양,충청남도 청양군 청양읍 중앙로 147,충청남도,청양군,청양읍 중앙로 147
대전와동D/T,대전광역시 대덕구 와동 375번지,대전광역시,대덕구,와동 375번지
부산미남역,부산광역시 동래구 아시아드대로 234,부산광역시,동래구,아시아드대로 234
오이도D/I,경기도 시흥시 정왕신길로 49번길 53,경기도,시흥시,정왕신길로 49번길 53
일산킨텍스,경기도 고양시 일산서구 한류월드로 407(대화동 제2킨텍스 전시장 1층),경기도,고양시,일산서구 한류월드로 407(대화동 제2킨텍스 전시장 1층)
인천청라,인천광역시 서구 인천 서구 청라에메랄드로99,인천광역시,서구,인천 서구 청라에메랄드로99
신경주역사,경상북도 경주시 건천읍 신경주역로 80,경상북도,경주시,건천읍 신경주역로 80
부산명지,부산광역시 강서구 명지오션시티11로 74,부산광역시,강서구,명지오션시티11로 74
상암,서울특별시 마포구 월드컵북로 402 KGIT센터 150~152호,서울특별시,마포구,월드컵북로 402 KGIT센터 150~152호
방학,서울특별시 도봉구 방학로 173,서울특별시,도봉구,방학로 173
시흥월곶,경기도 시흥시 월곶동 월곶중앙로(61) 월곶동,경기도,시흥시,월곶동 월곶중앙로(61) 월곶동
대구스타디움,대구광역시 수성구 유니버시아드로 140,대구광역시,수성구,유니버시아드로 140
문막,강원도 원주시 문막읍 원문로 1587,강원도,원주시,문막읍 원문로 1587
강일,서울특별시 강동구 아리수로93길 33-9,서울특별시,강동구,아리수로93길 33-9
마산내서,경상남도 창원시 마산회원구 내서읍 경남대로 915,경상남도,창원시,마산회원구 내서읍 경남대로 915
종암,서울특별시 성북구 종암로 91,서울특별시,성북구,종암로 91
광양마동,전라남도 광양시 사동로 179  (마동),전라남도,광양시,사동로 179  (마동)
롯데몰김포공항,서울특별시 강서구 하늘길 38,서울특별시,강서구,하늘길 38
구파발역,서울특별시 은평구 진관동 지하철 3호선구파발역 1번출구앞 구파발역복합환승센터1층,서울특별시,은평구,진관동 지하철 3호선구파발역 1번출구앞 구파발역복합환승센터1층
부평,인천광역시 부평구 경원대로 1399,인천광역시,부평구,경원대로 1399
부천범박,경기도 부천시 소사구 소사동로 87,경기도,부천시,소사구 소사동로 87
성수역,서울특별시 성동구 아차산로7길 28 성수쇼핑센타,서울특별시,성동구,아차산로7길 28 성수쇼핑센타
고양,경기도 고양시 덕양구 고양동 682번지 sun빌딩 1층,경기도,고양시,덕양구 고양동 682번지 sun빌딩 1층
남양주진접,경기도 남양주시 진접읍 해밀예당 3로 51,경기도,남양주시,진접읍 해밀예당 3로 51
롯데몰이시아폴리스점,대구광역시 동구 팔공로49길 16,대구광역시,동구,팔공로49길 16
일산가좌,경기도 고양시 일산서구 가좌1로53,경기도,고양시,일산서구 가좌1로53
키즈마트부산,부산광역시 진구 신천대로 241,부산광역시,진구,신천대로 241
암사역,서울특별시 강동구 올림픽로792,서울특별시,강동구,올림픽로792
김포통진,경기도 김포시 통진읍 김포대로 2242,경기도,김포시,통진읍 김포대로 2242
군산수송,전라북도 군산시 서수송 1길  2,전라북도,군산시,서수송 1길  2
일산식사,경기도 고양시 일산동구 위시티2로 11번길 45,경기도,고양시,일산동구 위시티2로 11번길 45
충북오송,충청북도 청원군 오송읍 오송생명로 194,충청북도,청원군,오송읍 오송생명로 194
울산남목,"울산광역시 동구 방어진순환도로 1133, 102호",울산광역시,동구,"방어진순환도로 1133, 102호"
구리인창,경기도 구리시 동구릉로 108,경기도,구리시,동구릉로 108
정릉,"서울특별시 성북구 보국문로8길 4, 1층(정릉동)",서울특별시,성북구,"보국문로8길 4, 1층(정릉동)"
구리돌다리,경기도 구리시 검배로 21,경기도,구리시,검배로 21
상봉역,서울특별시 중랑구 상봉동 115-14 1층,서울특별시,중랑구,상봉동 115-14 1층
포천송우,경기도 포천시 소흘읍 송우로 53,경기도,포천시,소흘읍 송우로 53
용인흥덕,경기도 용인시 기흥구 흥덕2로 87번길 18,경기도,용인시,기흥구 흥덕2로 87번길 18
용인죽전1동,경기도 용인시 수지구 현암로 154,경기도,용인시,수지구 현암로 154
안성공도D/T,경기도 안성시 공도읍 서동대로 3904-6,경기도,안성시,공도읍 서동대로 3904-6
성남테크노밸리,경기도 성남시 중원구 사기막골로 124,경기도,성남시,중원구 사기막골로 124
전주송천,전라북도 전주시 덕진구 솔내로 182 (송천동2가),전라북도,전주시,덕진구 솔내로 182 (송천동2가)
완도,전라남도 완도군 완도읍 군내리장보고대로 210,전라남도,완도군,완도읍 군내리장보고대로 210
인제터미널,강원도 인제군 인제읍 비봉로 43길,강원도,인제군,인제읍 비봉로 43길
장호원,경기도 이천시 장호원읍 장감로80,경기도,이천시,장호원읍 장감로80
중앙대,서울특별시 동작구 흑석동 182-7 1층 롯데리아,서울특별시,동작구,흑석동 182-7 1층 롯데리아
수원정자,경기도 수원시 장안구 정자천로173번길 17 107호,경기도,수원시,장안구 정자천로173번길 17 107호
공항신도시,인천광역시 중구 흰바위로59번길 31,인천광역시,중구,흰바위로59번길 31
운정한빛,경기도 파주시 와석순환로 125 (동패동),경기도,파주시,와석순환로 125 (동패동)
망상,강원도 동해시 동해대로 6270-20,강원도,동해시,동해대로 6270-20
방화,서울특별시 강서구 양천로 73,서울특별시,강서구,양천로 73
